conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,case_folding,tokenize,sentiment
1834478036659699938,Fri Sep 13 06:23:41 +0000 2024,898,Rocky Gerung &amp; Peter Gontha sakiti supporter Indonesia dgn sebut naturalisasi penipuan! Padahal aturalisasi pemain adalah wajar di sepak bola internasional. Yang penting adalah kontribusi mereka untuk tim. #timnasday #timnasindonesia #petergontha #rockygerung Menkominfo siang https://t.co/q5hhNSt0sB,1834478036659699938,https://pbs.twimg.com/ext_tw_video_thumb/1834477697642508288/pu/img/KnjttOx4_cYd-Blu.jpg,,in,,140,760,110,https://x.com/sukanyepak_bola/status/1834478036659699938,1655375790328905728,sukanyepak_bola,Rocky Gerung amp Peter Gontha sakiti supporter Indonesia dgn sebut naturalisasi penipuan Padahal aturalisasi pemain adalah wajar di sepak bola internasional Yang penting adalah kontribusi mereka untuk tim timnasday timnasindonesia petergontha rockygerung Menkominfo siang ,rocky gerung amp peter gontha sakiti supporter indonesia dgn sebut naturalisasi penipuan padahal aturalisasi pemain adalah wajar di sepak bola internasional yang penting adalah kontribusi mereka untuk tim timnasday timnasindonesia petergontha rockygerung menkominfo siang ,"['rocky', 'gerung', 'amp', 'peter', 'gontha', 'sakiti', 'supporter', 'indonesia', 'dgn', 'sebut', 'naturalisasi', 'penipuan', 'padahal', 'aturalisasi', 'pemain', 'adalah', 'wajar', 'di', 'sepak', 'bola', 'internasional', 'yang', 'penting', 'adalah', 'kontribusi', 'mereka', 'untuk', 'tim', 'timnasday', 'timnasindonesia', 'petergontha', 'rockygerung', 'menkominfo', 'siang']",1
1834133857312047241,Fri Sep 13 06:18:17 +0000 2024,0,@urakanproject @RezaNoviardi @Bosterimedan @wallstreet_id @TMidn_news Celahnya ya melalui Naturalisasi Istimewa yang emang di atur dalam undang undang. Makanya gw bilang Paes Haye bbrp yang lain Kalo gak bisa main bola meski cinta banget Indonesia dan ad yg pny keturunan indonesia yang jelas ttp gak punya hak untuk jadi WNI.,1834476676627005803,,ErollG,in,,0,1,0,https://x.com/ErollG/status/1834476676627005803,168516686,ErollG,     Celahnya ya melalui Naturalisasi Istimewa yang emang di atur dalam undang undang Makanya gw bilang Paes Haye bbrp yang lain Kalo gak bisa main bola meski cinta banget Indonesia dan ad yg pny keturunan indonesia yang jelas ttp gak punya hak untuk jadi WNI,     celahnya ya melalui naturalisasi istimewa yang emang di atur dalam undang undang makanya gw bilang paes haye bbrp yang lain kalo gak bisa main bola meski cinta banget indonesia dan ad yg pny keturunan indonesia yang jelas ttp gak punya hak untuk jadi wni,"['celahnya', 'ya', 'melalui', 'naturalisasi', 'istimewa', 'yang', 'emang', 'di', 'atur', 'dalam', 'undang', 'undang', 'makanya', 'gw', 'bilang', 'paes', 'haye', 'bbrp', 'yang', 'lain', 'kalo', 'gak', 'bisa', 'main', 'bola', 'meski', 'cinta', 'banget', 'indonesia', 'dan', 'ad', 'yg', 'pny', 'keturunan', 'indonesia', 'yang', 'jelas', 'ttp', 'gak', 'punya', 'hak', 'untuk', 'jadi', 'wni']",2
1834091049750594003,Fri Sep 13 06:15:56 +0000 2024,0,@gilabola_ina Silahkan anda lakukan pembinaan sepak bola di seluruh indonesia mulai dr bayi yg baru lahir sementara biarkan pemain naturalisasi bermain utk indonesia. Kalau pemain binaanmu sdh siap go internasional baru semua pemain naturalisasi di ganti.,1834476086455083144,,gilabola_ina,in,,0,0,0,https://x.com/Dung94921421/status/1834476086455083144,1393238911162277890,Dung94921421, Silahkan anda lakukan pembinaan sepak bola di seluruh indonesia mulai dr bayi yg baru lahir sementara biarkan pemain naturalisasi bermain utk indonesia Kalau pemain binaanmu sdh siap go internasional baru semua pemain naturalisasi di ganti, silahkan anda lakukan pembinaan sepak bola di seluruh indonesia mulai dr bayi yg baru lahir sementara biarkan pemain naturalisasi bermain utk indonesia kalau pemain binaanmu sdh siap go internasional baru semua pemain naturalisasi di ganti,"['silahkan', 'anda', 'lakukan', 'pembinaan', 'sepak', 'bola', 'di', 'seluruh', 'indonesia', 'mulai', 'dr', 'bayi', 'yg', 'baru', 'lahir', 'sementara', 'biarkan', 'pemain', 'naturalisasi', 'bermain', 'utk', 'indonesia', 'kalau', 'pemain', 'binaanmu', 'sdh', 'siap', 'go', 'internasional', 'baru', 'semua', 'pemain', 'naturalisasi', 'di', 'ganti']",2
1834133857312047241,Fri Sep 13 06:02:33 +0000 2024,0,@urakanproject @RezaNoviardi @Bosterimedan @wallstreet_id @TMidn_news Gini ya bray elu ini baru baca sedikit itu jg krn bola. Kalo gw emang belajar jauh sebelu. naturalisasi sepakbola. Bijver itu tunduk ke hukum barat kok di masa penjajahan. Menandakan mereka emang orang asing. Indonesia gak kenal ius soli yang kenal fifa.,1834472717321744759,,urakanproject,in,,0,2,0,https://x.com/ErollG/status/1834472717321744759,168516686,ErollG,     Gini ya bray elu ini baru baca sedikit itu jg krn bola Kalo gw emang belajar jauh sebelu naturalisasi sepakbola Bijver itu tunduk ke hukum barat kok di masa penjajahan Menandakan mereka emang orang asing Indonesia gak kenal ius soli yang kenal fifa,     gini ya bray elu ini baru baca sedikit itu jg krn bola kalo gw emang belajar jauh sebelu naturalisasi sepakbola bijver itu tunduk ke hukum barat kok di masa penjajahan menandakan mereka emang orang asing indonesia gak kenal ius soli yang kenal fifa,"['gini', 'ya', 'bray', 'elu', 'ini', 'baru', 'baca', 'sedikit', 'itu', 'jg', 'krn', 'bola', 'kalo', 'gw', 'emang', 'belajar', 'jauh', 'sebelu', 'naturalisasi', 'sepakbola', 'bijver', 'itu', 'tunduk', 'ke', 'hukum', 'barat', 'kok', 'di', 'masa', 'penjajahan', 'menandakan', 'mereka', 'emang', 'orang', 'asing', 'indonesia', 'gak', 'kenal', 'ius', 'soli', 'yang', 'kenal', 'fifa']",2
1834396103166619729,Fri Sep 13 05:55:00 +0000 2024,3,@harnan2005 @Generasiosing @gilabola_ina Gaada lebay. Ini yg buat Indonesia ga maju-maju. Konflik horizontal diperbesar. Hal-hal gapenting dibahas. Harusnya dikritik pembinaan sepak bola dan pengelolaan liga. Naturalisasi yg menbuahkan hasil tetap diapresiasi,1834470817574346901,,harnan2005,in,,0,1,0,https://x.com/Teramat_/status/1834470817574346901,1703354526030598144,Teramat_,   Gaada lebay Ini yg buat Indonesia ga majumaju Konflik horizontal diperbesar Halhal gapenting dibahas Harusnya dikritik pembinaan sepak bola dan pengelolaan liga Naturalisasi yg menbuahkan hasil tetap diapresiasi,   gaada lebay ini yg buat indonesia ga majumaju konflik horizontal diperbesar halhal gapenting dibahas harusnya dikritik pembinaan sepak bola dan pengelolaan liga naturalisasi yg menbuahkan hasil tetap diapresiasi,"['gaada', 'lebay', 'ini', 'yg', 'buat', 'indonesia', 'ga', 'majumaju', 'konflik', 'horizontal', 'diperbesar', 'halhal', 'gapenting', 'dibahas', 'harusnya', 'dikritik', 'pembinaan', 'sepak', 'bola', 'dan', 'pengelolaan', 'liga', 'naturalisasi', 'yg', 'menbuahkan', 'hasil', 'tetap', 'diapresiasi']",3
1834456266078650767,Fri Sep 13 04:57:11 +0000 2024,0,Polemik Dobel Paspor Pemain Naturalisasi Timnas Indonesia Dirjen AHU Kemenhumkam Tegaskan Belum Ada yang Balik ke Negara Asal https://t.co/RqZUNRW1sr,1834456266078650767,,,in,Indonesia,0,0,0,https://x.com/bolacomID/status/1834456266078650767,1486284086,bolacomID,Polemik Dobel Paspor Pemain Naturalisasi Timnas Indonesia Dirjen AHU Kemenhumkam Tegaskan Belum Ada yang Balik ke Negara Asal ,polemik dobel paspor pemain naturalisasi timnas indonesia dirjen ahu kemenhumkam tegaskan belum ada yang balik ke negara asal ,"['polemik', 'dobel', 'paspor', 'pemain', 'naturalisasi', 'timnas', 'indonesia', 'dirjen', 'ahu', 'kemenhumkam', 'tegaskan', 'belum', 'ada', 'yang', 'balik', 'ke', 'negara', 'asal']",2
1834091049750594003,Fri Sep 13 04:51:44 +0000 2024,0,@gilabola_ina Beneran 9 pemain naturalisasi turun dalam 1 laga ? berati cuma 2 pemain asli Indonesia ? ganti aja PSSI jadi PSNI Persatuan Sepak Bola Naturalisasi Indonesia kalo pun jadi juara yang hebat pemainnya bukan bangsanya.,1834454898081235180,,gilabola_ina,in,,0,1,0,https://x.com/NNgambang/status/1834454898081235180,1529100651934138370,NNgambang, Beneran  pemain naturalisasi turun dalam  laga  berati cuma  pemain asli Indonesia  ganti aja PSSI jadi PSNI Persatuan Sepak Bola Naturalisasi Indonesia kalo pun jadi juara yang hebat pemainnya bukan bangsanya, beneran  pemain naturalisasi turun dalam  laga  berati cuma  pemain asli indonesia  ganti aja pssi jadi psni persatuan sepak bola naturalisasi indonesia kalo pun jadi juara yang hebat pemainnya bukan bangsanya,"['beneran', 'pemain', 'naturalisasi', 'turun', 'dalam', 'laga', 'berati', 'cuma', 'pemain', 'asli', 'indonesia', 'ganti', 'aja', 'pssi', 'jadi', 'psni', 'persatuan', 'sepak', 'bola', 'naturalisasi', 'indonesia', 'kalo', 'pun', 'jadi', 'juara', 'yang', 'hebat', 'pemainnya', 'bukan', 'bangsanya']",1
1834078828165316722,Fri Sep 13 03:40:24 +0000 2024,0,@Indostransfer Kok sepak bola aja yaa yg di ributin ginii padahal timnas basket indonesia juga ada tuh yg naturalisasi kok gak di ributin gini hahahah,1834436945780625513,,Indostransfer,in,Indonesia,0,0,0,https://x.com/raffiiffar/status/1834436945780625513,490286497,raffiiffar, Kok sepak bola aja yaa yg di ributin ginii padahal timnas basket indonesia juga ada tuh yg naturalisasi kok gak di ributin gini hahahah, kok sepak bola aja yaa yg di ributin ginii padahal timnas basket indonesia juga ada tuh yg naturalisasi kok gak di ributin gini hahahah,"['kok', 'sepak', 'bola', 'aja', 'yaa', 'yg', 'di', 'ributin', 'ginii', 'padahal', 'timnas', 'basket', 'indonesia', 'juga', 'ada', 'tuh', 'yg', 'naturalisasi', 'kok', 'gak', 'di', 'ributin', 'gini', 'hahahah']",3
1834175375771140153,Fri Sep 13 03:25:18 +0000 2024,0,@SerieA_Lawas Tidak membenarkan tapi realistis juga sih seberapa banyak yang mau di naturalisasi kalo ngga gitu. Menurutku untuk menciptakan momentum dan menggenjot motivasi antusias anak muda Indonesia untuk lebih serius menjadi pemain bola cukup oke.,1834433143178494303,,SerieA_Lawas,in,,0,0,0,https://x.com/PPragmatik/status/1834433143178494303,1829746209130758145,PPragmatik, Tidak membenarkan tapi realistis juga sih seberapa banyak yang mau di naturalisasi kalo ngga gitu Menurutku untuk menciptakan momentum dan menggenjot motivasi antusias anak muda Indonesia untuk lebih serius menjadi pemain bola cukup oke, tidak membenarkan tapi realistis juga sih seberapa banyak yang mau di naturalisasi kalo ngga gitu menurutku untuk menciptakan momentum dan menggenjot motivasi antusias anak muda indonesia untuk lebih serius menjadi pemain bola cukup oke,"['tidak', 'membenarkan', 'tapi', 'realistis', 'juga', 'sih', 'seberapa', 'banyak', 'yang', 'mau', 'di', 'naturalisasi', 'kalo', 'ngga', 'gitu', 'menurutku', 'untuk', 'menciptakan', 'momentum', 'dan', 'menggenjot', 'motivasi', 'antusias', 'anak', 'muda', 'indonesia', 'untuk', 'lebih', 'serius', 'menjadi', 'pemain', 'bola', 'cukup', 'oke']",3
1834133570128150844,Fri Sep 13 03:18:45 +0000 2024,1,@andreasmarbun Sampai kapan? Sampai kompetisi bola di indonesia terstruktur dengan rapih. Revolusi mental dan revolusi manajemen. Biar ga ada lagi kisah evan dimas v hwang hee chan. Biarin aja naturalisasi masih ada biar kebangun paradigma baru dan ga ada lagi istilah lokal pride.,1834431496561827889,,andreasmarbun,in,,0,0,0,https://x.com/basyiitth/status/1834431496561827889,1380516282089439234,basyiitth, Sampai kapan Sampai kompetisi bola di indonesia terstruktur dengan rapih Revolusi mental dan revolusi manajemen Biar ga ada lagi kisah evan dimas v hwang hee chan Biarin aja naturalisasi masih ada biar kebangun paradigma baru dan ga ada lagi istilah lokal pride, sampai kapan sampai kompetisi bola di indonesia terstruktur dengan rapih revolusi mental dan revolusi manajemen biar ga ada lagi kisah evan dimas v hwang hee chan biarin aja naturalisasi masih ada biar kebangun paradigma baru dan ga ada lagi istilah lokal pride,"['sampai', 'kapan', 'sampai', 'kompetisi', 'bola', 'di', 'indonesia', 'terstruktur', 'dengan', 'rapih', 'revolusi', 'mental', 'dan', 'revolusi', 'manajemen', 'biar', 'ga', 'ada', 'lagi', 'kisah', 'evan', 'dimas', 'v', 'hwang', 'hee', 'chan', 'biarin', 'aja', 'naturalisasi', 'masih', 'ada', 'biar', 'kebangun', 'paradigma', 'baru', 'dan', 'ga', 'ada', 'lagi', 'istilah', 'lokal', 'pride']",3
1834431289631662510,Fri Sep 13 03:17:59 +0000 2024,0,Jadi pemain berpaspor Asia tentunya butuh perjuangan lebih untuk bisa masuk klub Eropa. Sampai saat ini PSSI masih dijalan yang benar untuk mengakselerasi sepak bola Indonesia. Tapi jangan salah sepakbola Indonesia dari dulu ga pernah jauh dari politik. #naturalisasi,1834431302063542574,,hariawy,in,Depok,0,1,0,https://x.com/hariawy/status/1834431302063542574,283866073,hariawy,Jadi pemain berpaspor Asia tentunya butuh perjuangan lebih untuk bisa masuk klub Eropa Sampai saat ini PSSI masih dijalan yang benar untuk mengakselerasi sepak bola Indonesia Tapi jangan salah sepakbola Indonesia dari dulu ga pernah jauh dari politik naturalisasi,jadi pemain berpaspor asia tentunya butuh perjuangan lebih untuk bisa masuk klub eropa sampai saat ini pssi masih dijalan yang benar untuk mengakselerasi sepak bola indonesia tapi jangan salah sepakbola indonesia dari dulu ga pernah jauh dari politik naturalisasi,"['jadi', 'pemain', 'berpaspor', 'asia', 'tentunya', 'butuh', 'perjuangan', 'lebih', 'untuk', 'bisa', 'masuk', 'klub', 'eropa', 'sampai', 'saat', 'ini', 'pssi', 'masih', 'dijalan', 'yang', 'benar', 'untuk', 'mengakselerasi', 'sepak', 'bola', 'indonesia', 'tapi', 'jangan', 'salah', 'sepakbola', 'indonesia', 'dari', 'dulu', 'ga', 'pernah', 'jauh', 'dari', 'politik', 'naturalisasi']",3
1834175375771140153,Fri Sep 13 03:16:38 +0000 2024,0,@alievardianz @acuhtakacul @SerieA_Lawas Bukan soal naturalisasinya om. Tapi soal dua kewarganegaraannya aturan di Indonesia ga boleh dua kewarganegaraan. Kalo aturan ini dilanggar cuma buat naturalisasi pemain bola ya suram om.,1834430962362671447,,alievardianz,in,,0,3,0,https://x.com/El_wa_/status/1834430962362671447,1780895966973095936,El_wa_,   Bukan soal naturalisasinya om Tapi soal dua kewarganegaraannya aturan di Indonesia ga boleh dua kewarganegaraan Kalo aturan ini dilanggar cuma buat naturalisasi pemain bola ya suram om,   bukan soal naturalisasinya om tapi soal dua kewarganegaraannya aturan di indonesia ga boleh dua kewarganegaraan kalo aturan ini dilanggar cuma buat naturalisasi pemain bola ya suram om,"['bukan', 'soal', 'naturalisasinya', 'om', 'tapi', 'soal', 'dua', 'kewarganegaraannya', 'aturan', 'di', 'indonesia', 'ga', 'boleh', 'dua', 'kewarganegaraan', 'kalo', 'aturan', 'ini', 'dilanggar', 'cuma', 'buat', 'naturalisasi', 'pemain', 'bola', 'ya', 'suram', 'om']",1
1834078828165316722,Fri Sep 13 02:46:01 +0000 2024,0,@Indostransfer Kayaknya perlu nonton podcast shin tae yong saat di korea. Banyak pemain Indonesia bukan naturalisasi yang melarikan diri gak kuat latihan. Gak disiplin mangkir dari latihan ijin kakeknya meninggal ternyata masih hidup. Apa gak malu pemain bola jadi penipu gitu?,1834423260483911698,,Soulterzzz,in,,0,0,0,https://x.com/Soulterzzz/status/1834423260483911698,1443099564764897283,Soulterzzz, Kayaknya perlu nonton podcast shin tae yong saat di korea Banyak pemain Indonesia bukan naturalisasi yang melarikan diri gak kuat latihan Gak disiplin mangkir dari latihan ijin kakeknya meninggal ternyata masih hidup Apa gak malu pemain bola jadi penipu gitu, kayaknya perlu nonton podcast shin tae yong saat di korea banyak pemain indonesia bukan naturalisasi yang melarikan diri gak kuat latihan gak disiplin mangkir dari latihan ijin kakeknya meninggal ternyata masih hidup apa gak malu pemain bola jadi penipu gitu,"['kayaknya', 'perlu', 'nonton', 'podcast', 'shin', 'tae', 'yong', 'saat', 'di', 'korea', 'banyak', 'pemain', 'indonesia', 'bukan', 'naturalisasi', 'yang', 'melarikan', 'diri', 'gak', 'kuat', 'latihan', 'gak', 'disiplin', 'mangkir', 'dari', 'latihan', 'ijin', 'kakeknya', 'meninggal', 'ternyata', 'masih', 'hidup', 'apa', 'gak', 'malu', 'pemain', 'bola', 'jadi', 'penipu', 'gitu']",2
1834078828165316722,Fri Sep 13 02:41:36 +0000 2024,0,@Indostransfer malu itu korupsi udah ga ada prestasi ngerugiin bangsaa lagi kami masyarakat indonesia mendukung penuh project naturalisasi ini jadi tolong jangan usik atau hasut banyak pihak yg bertugas dibalik project ini kami ingin menikamti sepak bola bukan duit rakyat.,1834422145709211922,,Indostransfer,in,,0,0,0,https://x.com/zyccoo/status/1834422145709211922,1831171566874636288,zyccoo, malu itu korupsi udah ga ada prestasi ngerugiin bangsaa lagi kami masyarakat indonesia mendukung penuh project naturalisasi ini jadi tolong jangan usik atau hasut banyak pihak yg bertugas dibalik project ini kami ingin menikamti sepak bola bukan duit rakyat, malu itu korupsi udah ga ada prestasi ngerugiin bangsaa lagi kami masyarakat indonesia mendukung penuh project naturalisasi ini jadi tolong jangan usik atau hasut banyak pihak yg bertugas dibalik project ini kami ingin menikamti sepak bola bukan duit rakyat,"['malu', 'itu', 'korupsi', 'udah', 'ga', 'ada', 'prestasi', 'ngerugiin', 'bangsaa', 'lagi', 'kami', 'masyarakat', 'indonesia', 'mendukung', 'penuh', 'project', 'naturalisasi', 'ini', 'jadi', 'tolong', 'jangan', 'usik', 'atau', 'hasut', 'banyak', 'pihak', 'yg', 'bertugas', 'dibalik', 'project', 'ini', 'kami', 'ingin', 'menikamti', 'sepak', 'bola', 'bukan', 'duit', 'rakyat']",3
1834091049750594003,Fri Sep 13 02:28:27 +0000 2024,0,@gilabola_ina Saya setuju dgn Peter Gontha pemain naturalisasi ini ibarat pemerintah mau impor dokter dr luar krn kekurangan dokter di Indonesia (katanya). Jd bukan menyelesaikan inti masalahnya hanya mencari jalan keluar mudah. Kalo mau pemain bagus ya bikin lah sekolah bola yg bagus,1834418839662330297,,gilabola_ina,in,,0,1,0,https://x.com/Sessy_dy/status/1834418839662330297,1727624097474256896,Sessy_dy, Saya setuju dgn Peter Gontha pemain naturalisasi ini ibarat pemerintah mau impor dokter dr luar krn kekurangan dokter di Indonesia katanya Jd bukan menyelesaikan inti masalahnya hanya mencari jalan keluar mudah Kalo mau pemain bagus ya bikin lah sekolah bola yg bagus, saya setuju dgn peter gontha pemain naturalisasi ini ibarat pemerintah mau impor dokter dr luar krn kekurangan dokter di indonesia katanya jd bukan menyelesaikan inti masalahnya hanya mencari jalan keluar mudah kalo mau pemain bagus ya bikin lah sekolah bola yg bagus,"['saya', 'setuju', 'dgn', 'peter', 'gontha', 'pemain', 'naturalisasi', 'ini', 'ibarat', 'pemerintah', 'mau', 'impor', 'dokter', 'dr', 'luar', 'krn', 'kekurangan', 'dokter', 'di', 'indonesia', 'katanya', 'jd', 'bukan', 'menyelesaikan', 'inti', 'masalahnya', 'hanya', 'mencari', 'jalan', 'keluar', 'mudah', 'kalo', 'mau', 'pemain', 'bagus', 'ya', 'bikin', 'lah', 'sekolah', 'bola', 'yg', 'bagus']",1
1834173497435644105,Fri Sep 13 02:14:26 +0000 2024,0,@ainurohman Orang yg selalu mengkritik naturalisasi apa matanya gak liat hal kek ginian ? Sepak bola Indonesia itu sudah bobrok dari bawah kalau nunggu perbaikan kita tidak akan melihat timnas sperti sekarang ini.,1834415310939865473,,ainurohman,in,indonesia,0,0,0,https://x.com/HermanHermawan_/status/1834415310939865473,481894128,HermanHermawan_, Orang yg selalu mengkritik naturalisasi apa matanya gak liat hal kek ginian  Sepak bola Indonesia itu sudah bobrok dari bawah kalau nunggu perbaikan kita tidak akan melihat timnas sperti sekarang ini, orang yg selalu mengkritik naturalisasi apa matanya gak liat hal kek ginian  sepak bola indonesia itu sudah bobrok dari bawah kalau nunggu perbaikan kita tidak akan melihat timnas sperti sekarang ini,"['orang', 'yg', 'selalu', 'mengkritik', 'naturalisasi', 'apa', 'matanya', 'gak', 'liat', 'hal', 'kek', 'ginian', 'sepak', 'bola', 'indonesia', 'itu', 'sudah', 'bobrok', 'dari', 'bawah', 'kalau', 'nunggu', 'perbaikan', 'kita', 'tidak', 'akan', 'melihat', 'timnas', 'sperti', 'sekarang', 'ini']",3
1834091049750594003,Fri Sep 13 01:42:40 +0000 2024,0,@gilabola_ina harusnya sih emang iya timnas bola harusnya lahir dan makan ala nusantara asli kalau ingin yg original tapi sayang nya skill individu disiplin IQ fisik anak indonesia belum spenuhnya bisa ngimbangi luar negeri perlu waktu lama untuk seimbang jln singkatnya naturalisasi ...,1834407315153240067,,gilabola_ina,in,"Lubuk Begalung, Indonesia",0,0,0,https://x.com/akaverry/status/1834407315153240067,910456423,akaverry, harusnya sih emang iya timnas bola harusnya lahir dan makan ala nusantara asli kalau ingin yg original tapi sayang nya skill individu disiplin IQ fisik anak indonesia belum spenuhnya bisa ngimbangi luar negeri perlu waktu lama untuk seimbang jln singkatnya naturalisasi , harusnya sih emang iya timnas bola harusnya lahir dan makan ala nusantara asli kalau ingin yg original tapi sayang nya skill individu disiplin iq fisik anak indonesia belum spenuhnya bisa ngimbangi luar negeri perlu waktu lama untuk seimbang jln singkatnya naturalisasi ,"['harusnya', 'sih', 'emang', 'iya', 'timnas', 'bola', 'harusnya', 'lahir', 'dan', 'makan', 'ala', 'nusantara', 'asli', 'kalau', 'ingin', 'yg', 'original', 'tapi', 'sayang', 'nya', 'skill', 'individu', 'disiplin', 'iq', 'fisik', 'anak', 'indonesia', 'belum', 'spenuhnya', 'bisa', 'ngimbangi', 'luar', 'negeri', 'perlu', 'waktu', 'lama', 'untuk', 'seimbang', 'jln', 'singkatnya', 'naturalisasi']",3
1834078828165316722,Fri Sep 13 01:31:54 +0000 2024,0,@Indostransfer Gue melihatnya dr sisi yg lain sih dg pemain2 naturalisasi bisa memancing anak2 mudah berbakat Indonesia untuk semakin menekuni bola. Dg prestasi yg naik tentunya memberikan harapan buat pemain2 bertalenta. Pemain indonesia tidak hanya 11 22 tapi jutaan lainnya,1834404605377249545,,Indostransfer,in,,0,0,0,https://x.com/aliefali757575/status/1834404605377249545,1074283263055646721,aliefali757575, Gue melihatnya dr sisi yg lain sih dg pemain naturalisasi bisa memancing anak mudah berbakat Indonesia untuk semakin menekuni bola Dg prestasi yg naik tentunya memberikan harapan buat pemain bertalenta Pemain indonesia tidak hanya   tapi jutaan lainnya, gue melihatnya dr sisi yg lain sih dg pemain naturalisasi bisa memancing anak mudah berbakat indonesia untuk semakin menekuni bola dg prestasi yg naik tentunya memberikan harapan buat pemain bertalenta pemain indonesia tidak hanya   tapi jutaan lainnya,"['gue', 'melihatnya', 'dr', 'sisi', 'yg', 'lain', 'sih', 'dg', 'pemain', 'naturalisasi', 'bisa', 'memancing', 'anak', 'mudah', 'berbakat', 'indonesia', 'untuk', 'semakin', 'menekuni', 'bola', 'dg', 'prestasi', 'yg', 'naik', 'tentunya', 'memberikan', 'harapan', 'buat', 'pemain', 'bertalenta', 'pemain', 'indonesia', 'tidak', 'hanya', 'tapi', 'jutaan', 'lainnya']",3
1834091049750594003,Fri Sep 13 01:04:58 +0000 2024,7,@rijalmm @gilabola_ina Seharusnya @PSSI &amp; @KEMENPORA_RI jg tdk kemaruk dlm naturalisasi. Puluhan juta remaja/pemuda Indonesia adlh sumber bibit pemain handal yg tumbuh di bumi pertiwi. Benahi sistem seleksi &amp; pembinaan pemain bola insyaallah akan banyak nama2 pribumi yg menharumkan Timnas Garuda.,1834397829177246117,,rijalmm,in,Indonesia,0,2,0,https://x.com/al_habib/status/1834397829177246117,15929243,al_habib,  Seharusnya  amp  jg tdk kemaruk dlm naturalisasi Puluhan juta remajapemuda Indonesia adlh sumber bibit pemain handal yg tumbuh di bumi pertiwi Benahi sistem seleksi amp pembinaan pemain bola insyaallah akan banyak nama pribumi yg menharumkan Timnas Garuda,  seharusnya  amp  jg tdk kemaruk dlm naturalisasi puluhan juta remajapemuda indonesia adlh sumber bibit pemain handal yg tumbuh di bumi pertiwi benahi sistem seleksi amp pembinaan pemain bola insyaallah akan banyak nama pribumi yg menharumkan timnas garuda,"['seharusnya', 'amp', 'jg', 'tdk', 'kemaruk', 'dlm', 'naturalisasi', 'puluhan', 'juta', 'remajapemuda', 'indonesia', 'adlh', 'sumber', 'bibit', 'pemain', 'handal', 'yg', 'tumbuh', 'di', 'bumi', 'pertiwi', 'benahi', 'sistem', 'seleksi', 'amp', 'pembinaan', 'pemain', 'bola', 'insyaallah', 'akan', 'banyak', 'nama', 'pribumi', 'yg', 'menharumkan', 'timnas', 'garuda']",1
1834376717575795038,Fri Sep 13 01:02:31 +0000 2024,0,@panca66 Naturalisasi bukan barang haram. PG hanya mengingatkan kita secara halus. Apakah 🇮🇩 harus dikibarkan sambil diiringi lagu Soldier of fortune ?? Harus diakui eforia ini blom mampu membuat kita membusungkan dada. Gunakan eforia ini u/ semangat pembinaan sepak bola Indonesia,1834397214296477799,,panca66,in,,0,1,0,https://x.com/AdiAdimsamin/status/1834397214296477799,3793530314,AdiAdimsamin, Naturalisasi bukan barang haram PG hanya mengingatkan kita secara halus Apakah  harus dikibarkan sambil diiringi lagu Soldier of fortune  Harus diakui eforia ini blom mampu membuat kita membusungkan dada Gunakan eforia ini u semangat pembinaan sepak bola Indonesia, naturalisasi bukan barang haram pg hanya mengingatkan kita secara halus apakah  harus dikibarkan sambil diiringi lagu soldier of fortune  harus diakui eforia ini blom mampu membuat kita membusungkan dada gunakan eforia ini u semangat pembinaan sepak bola indonesia,"['naturalisasi', 'bukan', 'barang', 'haram', 'pg', 'hanya', 'mengingatkan', 'kita', 'secara', 'halus', 'apakah', 'harus', 'dikibarkan', 'sambil', 'diiringi', 'lagu', 'soldier', 'of', 'fortune', 'harus', 'diakui', 'eforia', 'ini', 'blom', 'mampu', 'membuat', 'kita', 'membusungkan', 'dada', 'gunakan', 'eforia', 'ini', 'u', 'semangat', 'pembinaan', 'sepak', 'bola', 'indonesia']",2
