F,full_text,in_reply_to_screen_name,id_str,username,clean_text,"Labeling          (1: Negatif,                2: Netral,                   3: Positif)",Column 8
11-09-2024,@luthfya @saputrape14 @mysemuanyabola Ga ngaca lu. memain Malay banyak naturalisasi tanpa ada darah Malaysia atau keturunan Malay tapi pemain luar yang main di liga Malay sedangkan Indonesia pemain keturunan. bodoh kasian yah pemain keturunan Malay pada ga mau gabung Timnas Malay Karna ga main di pertandingan resmi,luthfya,1833825436545269932,THYLN3017,Ga ngaca lu memain Malay banyak naturalisasi tanpa ada darah Malaysia atau keturunan Malay tapi pemain luar yang main di liga Malay sedangkan Indonesia pemain keturunan bodoh kasian yah pemain keturunan Malay pada ga mau gabung Timnas Malay Karna ga main di pertandingan resmi,2,
11-09-2024,@Muh_Mushawwir @safergieway @FT_IDN Yg nyebut lokal naturalisasi tipikal orang dengan mental lemah mudah inferior kalo dia pake jersey timnas dia INDONESIA,Muh_Mushawwir,1833803486150230067,khilappp,Yg nyebut lokal naturalisasi tipikal orang dengan mental lemah mudah inferior kalo dia pake jersey timnas dia INDONESIA,3,
11-09-2024,Dua Pemain Blasteran Sudah Tahap Akhir Proses Naturalisasi Siap Bela Timnas Indonesia Kontra Cina dan Bahrain https://t.co/NPUH9efN3k,,1833800106614923316,PRMNMataBandung,Dua Pemain Blasteran Sudah Tahap Akhir Proses Naturalisasi Siap Bela Timnas Indonesia Kontra Cina dan Bahrain,2,
11-09-2024,@Marchfoward Malaysia walaupun naturalisasi pemain banyak2 kalau federasinya masih macam yang dikeluhkan KPG sulit untuk jadi sekelas Timnas Indonesia sekarang Pak Cik,Marchfoward,1833799495097913412,Ilhamon26,Malaysia walaupun naturalisasi pemain banyak kalau federasinya masih macam yang dikeluhkan KPG sulit untuk jadi sekelas Timnas Indonesia sekarang Pak Cik,2,
11-09-2024,Menjadi Idola Baru Pemain Beragama Islam di Timnas Indonesia Ragnar Oratmangoen Terang-terangan Ajak Nathan Tjoe-A-On Shalat: Pemain Timnas Indonesia Ragnar Oratmangoen menjadi idola baru sebagai naturalisasi taat beragama Islam. Ia pernah kepergok https://t.co/Uo5KPLLFPn https://t.co/ISfS5RlYe5,,1833793531821035579,tvOneNews,Menjadi Idola Baru Pemain Beragama Islam di Timnas Indonesia Ragnar Oratmangoen Terangterangan Ajak Nathan TjoeAOn Shalat Pemain Timnas Indonesia Ragnar Oratmangoen menjadi idola baru sebagai naturalisasi taat beragama Islam Ia pernah kepergok,2,
11-09-2024,Hari Ini Jokowi Teken Permohonan Naturalisasi Eliano Reijnders dan Mees Hilgers Erick Thohir Ungkap Waktu Debut Keduanya Bersama Timnas Indonesia https://t.co/ozIEcpHpJr,,1833729007541801366,posaktualcom,Hari Ini Jokowi Teken Permohonan Naturalisasi Eliano Reijnders dan Mees Hilgers Erick Thohir Ungkap Waktu Debut Keduanya Bersama Timnas Indonesia,2,
11-09-2024,@Adityyapp @RevoNugroho @kopralnyatenhag @panjiraden Lu aja baru suka timnas era sekarang. Ga pernah demo depan kantor pssi di gbk ya? Naturalisasi itu ga masalah dan boleh aja di lanjutkan terus. Tapi pembinaan itu yg paling utama. Naungan kita ya pssi di indonesia. Bukan knvb.,Mnatheale,1833727739515269599,ikramjindan,Lu aja baru suka timnas era sekarang Ga pernah demo depan kantor pssi di gbk ya Naturalisasi itu ga masalah dan boleh aja di lanjutkan terus Tapi pembinaan itu yg paling utama Naungan kita ya pssi di indonesia Bukan knvb,3,
11-09-2024,#FOTO Pertandingan Timnas Indonesia melawan Australia dihadiri WAGs cantik dari pemain naturalisasi. Berikut deretan potret cantik mereka. https://t.co/6w9Xd4GwRx,,1833726411942789521,detikcom,FOTO Pertandingan Timnas Indonesia melawan Australia dihadiri WAGs cantik dari pemain naturalisasi Berikut deretan potret cantik mereka,2,
11-09-2024,kenapa timnas indonesia lebih suka naturalisasi dari belanda tidak ada sama sekali dari Jepang.,,1833721616783884614,agngsg,kenapa timnas indonesia lebih suka naturalisasi dari belanda tidak ada sama sekali dari Jepang,2,
11-09-2024,Stop dikotomi pemain lokal dan naturalisasi karena semua memakai passport Indonesia. #Timnas #TimnasIndonesia @PSSI @TimnasIndonesia @erickthohir https://t.co/kZVOURjUYB,,1833720836064424192,Gandawan,Stop dikotomi pemain lokal dan naturalisasi karena semua memakai passport Indonesia Timnas TimnasIndonesia,3,
11-09-2024,@dribble9 Timnas sekarang perbanyak naturalisasi liga sekarang pake 8 pemain asing kompetisi yo cuman 1 piala Indonesia gak ada pembinaan? Yo mampus bang,dribble9,1833720013582196792,fredyjuniartz,Timnas sekarang perbanyak naturalisasi liga sekarang pake  pemain asing kompetisi yo cuman  piala Indonesia gak ada pembinaan Yo mampus bang,2,
11-09-2024,Kabar Bahagia Bagi Timnas Indonesia Update Terbaru Proses Naturalisasi Mees Hilgers dan Eliano Reijnders: Ketua Umum PSSI Erick Thohir telah memperkenalkan secara resmi Mees Hilgers dan Eliano Reijnders sebagai calon pemain naturalisasi Timnas Indonesia. https://t.co/rP4bNDXoma https://t.co/6Hf501IWtv,,1833718164787695809,tvOneNews,Kabar Bahagia Bagi Timnas Indonesia Update Terbaru Proses Naturalisasi Mees Hilgers dan Eliano Reijnders Ketua Umum PSSI Erick Thohir telah memperkenalkan secara resmi Mees Hilgers dan Eliano Reijnders sebagai calon pemain naturalisasi Timnas Indonesia,2,
11-09-2024,@rgoestama Gw juga curiga pas naturalisasi Gonzales sukses terus mau nyari dari darah keturunan kayaknya cuma pake poster pengumuman terus dipasang ditiang tiang listrik Belanda SIAP YANG KAKEK NENEK NYA ORANG INDONESIA BISA JOIN TIMNAS HUB : XXXX makanya yang dateng kebanyakan ampas,rgoestama,1833716764812914954,rroronoazoroooo,Gw juga curiga pas naturalisasi Gonzales sukses terus mau nyari dari darah keturunan kayaknya cuma pake poster pengumuman terus dipasang ditiang tiang listrik Belanda SIAP YANG KAKEK NENEK NYA ORANG INDONESIA BISA JOIN TIMNAS HUB  XXXX makanya yang dateng kebanyakan ampas,1,
11-09-2024,Ketua Umum PSSI Erick Thohir menilai permainan Timnas Indonesia masih perlu ditingkatkan terutama saat melakukan serangan balik. Untuk itu ia berharap proses naturalisasi dua pemain Eliano Reinders dan Mees Hilgers dapat segera rampung. https://t.co/ns6OyEQSsE https://t.co/UAK2QUeq3k,,1833716212846793055,CNNIDdaily,Ketua Umum PSSI Erick Thohir menilai permainan Timnas Indonesia masih perlu ditingkatkan terutama saat melakukan serangan balik Untuk itu ia berharap proses naturalisasi dua pemain Eliano Reinders dan Mees Hilgers dapat segera rampung,2,
11-09-2024,Melihat kesuksesan timnas Indonesia dng naturalisasi... Ap gabisa kita contoh dgn menaturalisasi politisi kita...?? Serius nanya sambil berharap @KPU_ID ...??,,1833713295611818001,irfangerald,Melihat kesuksesan timnas Indonesia dng naturalisasi Ap gabisa kita contoh dgn menaturalisasi politisi kita Serius nanya sambil berharap,3,
11-09-2024,Timnas Indonesia sudah mumpuni naik tinggi secara level permainan. Lalu apa yang harus dilakukan pemain lokal? Kalau pemain ciki akan ada seribu alasan yang bakal keluar. Kalau pemain yang punya etos kerja bagus akan mencontoh cara kerja pemain naturalisasi.,,1833710850911465521,catatanarvian,Timnas Indonesia sudah mumpuni naik tinggi secara level permainan Lalu apa yang harus dilakukan pemain lokal Kalau pemain ciki akan ada seribu alasan yang bakal keluar Kalau pemain yang punya etos kerja bagus akan mencontoh cara kerja pemain naturalisasi,3,
11-09-2024,@rgoestama Lama2 jadi timnas Walanda dg pemain naturalisasi dr Indonesia yg punya base di Jakarta.,rgoestama,1833710472417235174,chef_foryou,Lama jadi timnas Walanda dg pemain naturalisasi dr Indonesia yg punya base di Jakarta,2,
11-09-2024,@unmagnetism Erick Thohir (ketum PSSI) tentang proses naturalisasi Mees Hilgers &amp; Eliano Reijnders Menpora sudah tanda tangan Mensesneg sudah tanda tangan pak Presiden hari ini tanda tangan Jika semuanya bisa berjalan lancar keduanya bisa bergabung dengan timnas Indonesia Oktober mendatang,unmagnetism,1833706574499717259,beta_karthik,Erick Thohir ketum PSSI tentang proses naturalisasi Mees Hilgers amp Eliano Reijnders Menpora sudah tanda tangan Mensesneg sudah tanda tangan pak Presiden hari ini tanda tangan Jika semuanya bisa berjalan lancar keduanya bisa bergabung dengan timnas Indonesia Oktober mendatang,2,
11-09-2024,@Chmelo11 @pvtraaaaaa @SiaranBolaLive Gw cinta Indonesia dan mau timnas maju tapi opini gw berharap PSSI memajukan liga Indonesia itu lebih sia2 daripada berharap ke jalur instan pilihan nya naturalisasi yg lu ga suka atau pemain lokal yg punya bakat diatas rata2 main di liga luar.,TuanKulkas,1833705661542379663,kasyfillah19,Gw cinta Indonesia dan mau timnas maju tapi opini gw berharap PSSI memajukan liga Indonesia itu lebih sia daripada berharap ke jalur instan pilihan nya naturalisasi yg lu ga suka atau pemain lokal yg punya bakat diatas rata main di liga luar,2,
11-09-2024,Paes sudah menjadi perhatian publik sepakbola Tanah Air sejak akhir tahun lalu seiring meningkatnya gelombang naturalisasi. Nama Paes ramai diperbincangkan kala Jordi Amat Rafael Struick atau Shayne Pattynama resmi menjadi pemain naturalisasi Timnas Indonesia. https://t.co/wk0h1AEqTD,praditavanjava,1833704642078965790,praditavanjava,Paes sudah menjadi perhatian publik sepakbola Tanah Air sejak akhir tahun lalu seiring meningkatnya gelombang naturalisasi Nama Paes ramai diperbincangkan kala Jordi Amat Rafael Struick atau Shayne Pattynama resmi menjadi pemain naturalisasi Timnas Indonesia,2,
11-09-2024,Maarten Paes resmi menjadi warga negara Indonesia. Kiper naturalisasi baru Timnas Indonesia ini ternyata keturunan orang Kediri loh. https://t.co/2478W4rWmk,praditavanjava,1833704498541564128,praditavanjava,Maarten Paes resmi menjadi warga negara Indonesia Kiper naturalisasi baru Timnas Indonesia ini ternyata keturunan orang Kediri loh,2,
11-09-2024,Erick Thohir (ketum PSSI) tentang proses naturalisasi Mees Hilgers &amp; Eliano Reijnders: Menpora sudah tanda tangan Mensesneg sudah tanda tangan pak Presiden hari ini tanda tangan. Jika semuanya bisa berjalan lancar keduanya bisa bergabung dengan timnas Indonesia Oktober https://t.co/1SXoQl3kYI,,1833673788271260068,gilabola_ina,Erick Thohir ketum PSSI tentang proses naturalisasi Mees Hilgers amp Eliano Reijnders Menpora sudah tanda tangan Mensesneg sudah tanda tangan pak Presiden hari ini tanda tangan Jika semuanya bisa berjalan lancar keduanya bisa bergabung dengan timnas Indonesia Oktober,2,
11-09-2024,di tengah gempuran pemain asing dan naturalisasi memiliki sosok lokal 100% pada sosok Rizky Ridho yg sejauh ku tonton emg luar biasa adalah sebuah anugerah timnas Indonesia.,,1833670015218045306,maherdufani,di tengah gempuran pemain asing dan naturalisasi memiliki sosok lokal  pada sosok Rizky Ridho yg sejauh ku tonton emg luar biasa adalah sebuah anugerah timnas Indonesia,2,
11-09-2024,@aldibawazier_ Ini tentang Indonesia tidak perlu bahas naturalisasi lokal negara lain juga melakukan hal yang sama pemain terbaik yang tampil membela timnas selama sesuai aturan FIFA,aldibawazier_,1833665781613437050,ferrymahmud,Ini tentang Indonesia tidak perlu bahas naturalisasi lokal negara lain juga melakukan hal yang sama pemain terbaik yang tampil membela timnas selama sesuai aturan FIFA,3,
11-09-2024,@SiaranBolaLive Ada 12 pemain Australia yg naturalisasi walau tidak ada hubungan darah. Kalo Timnas Garuda ya mereka anak kandung Indonesia yg tinggal di Eropa.,SiaranBolaLive,1833661172270391667,Lentos552741,Ada  pemain Australia yg naturalisasi walau tidak ada hubungan darah Kalo Timnas Garuda ya mereka anak kandung Indonesia yg tinggal di Eropa,3,
11-09-2024,Pujian untuk Timnas Indonesia Sekarang Pemain Mualaf Diego Michiels Menilai Beda dengan Dulu: Sudah Open Minded Butuh Pemain Naturalisasi untuk Tingkatkan Kualitas: Dahulu pemain naturalisasi dianggap berbeda dibandingkan pemain lokal. Menurut Diego https://t.co/adIwlp7lHm https://t.co/h0W46yaRSj,,1833657873639084397,tvOneNews,Pujian untuk Timnas Indonesia Sekarang Pemain Mualaf Diego Michiels Menilai Beda dengan Dulu Sudah Open Minded Butuh Pemain Naturalisasi untuk Tingkatkan Kualitas Dahulu pemain naturalisasi dianggap berbeda dibandingkan pemain lokal Menurut Diego,3,
11-09-2024,Terpopuler: Ahli Tarot Beberkan 'Nasib' Ruben Onsu Usai Cerai Sentilan Suporter Jepang soal Pemain Naturalisasi di Timnas Indonesia: Kumpulan berita terpopuler di https://t.co/uhNaaeLzzN seputar isu selebriti hingga Timnas Indonesia. https://t.co/N5T4JUTVk1 https://t.co/dbWWJhvVIh,,1833657858547966276,tvOneNews,Terpopuler Ahli Tarot Beberkan Nasib Ruben Onsu Usai Cerai Sentilan Suporter Jepang soal Pemain Naturalisasi di Timnas Indonesia Kumpulan berita terpopuler di  seputar isu selebriti hingga Timnas Indonesia,2,
11-09-2024,Jadwal Liga Italia Pekan Ini Duel Pemain Keturunan Indonesia di San Siro Jay Idzes vs Tijjani https://t.co/DIhUiYMqtr https://t.co/sCDiJa546v,,1833961859768299550,MIsezKrakatau,Jadwal Liga Italia Pekan Ini Duel Pemain Keturunan Indonesia di San Siro Jay Idzes vs Tijjani,2,
11-09-2024,Yang mau main FM 24 pake Timnas Indonesia dgn skuad terkini (11/09/24) beserta 160an pemain keturunan yang harus dibujuk dan dirayu + include mees hilgers sama eliano reijnders. Tautan: https://t.co/wuV881sPmY @id_fm https://t.co/AFjGpZrg3X,,1833869883567906829,kevriando,Yang mau main FM  pake Timnas Indonesia dgn skuad terkini  beserta an pemain keturunan yang harus dibujuk dan dirayu  include mees hilgers sama eliano reijnders Tautan,2,
11-09-2024,@Khitamuhumissk @FansNerazzurri Pemain diaspora adalah pemain sepak bola yang memiliki darah Indonesia atau keturunan Indonesia tetapi lahir dan besar di negara lain. Ga setuju gpp mas minim tau literasi.,,1833857155793031213,5yuthegreat,Pemain diaspora adalah pemain sepak bola yang memiliki darah Indonesia atau keturunan Indonesia tetapi lahir dan besar di negara lain Ga setuju gpp mas minim tau literasi,3,
11-09-2024,Timnas Indonesia ga cari pemain keturunan di Jepang gitu ? @PSSI @TimnasIndonesia,,1833851813436563528,RamaWijaya43149,Timnas Indonesia ga cari pemain keturunan di Jepang gitu,2,
11-09-2024,Asosiasi Sepak Bola Malaysia (FAM) semakin agresif dalam mengembangkan tim nasionalnya dengan meniru pendekatan Indonesia dalam menaturalisasi pemain keturunan yang berkompetisi di kompetisi-kompetisi Eropa. https://t.co/rDGTLiGZAS,,1833827788924883219,indozonemedia,Asosiasi Sepak Bola Malaysia FAM semakin agresif dalam mengembangkan tim nasionalnya dengan meniru pendekatan Indonesia dalam menaturalisasi pemain keturunan yang berkompetisi di kompetisikompetisi Eropa,2,
11-09-2024,Duet yang dulu jadi pelopor pemain naturalisasi dan keturunan sekaligus membangkitkan gairah sepakbola Indonesia. 🇮🇩 #Gudangbola #Bigdewa https://t.co/2EUrhnRMAz https://t.co/7QNuBeekZw https://t.co/uOfZUdUsw3 https://t.co/Cq8sgB0fVI,,1833823672576147819,BebasinB80917,Duet yang dulu jadi pelopor pemain naturalisasi dan keturunan sekaligus membangkitkan gairah sepakbola Indonesia  Gudangbola Bigdewa,3,
11-09-2024,Pemain Timnas Indonesia Saat Ini di Isi Oleh Pemain Keturunan/Campuran Keturunan Indonesia-Belanda (5-8) Keturunan Indonesia-Inggris Paling (2) Keturunan Indonesia-Spanyol (1) Tinggal Keturunan Indonesia-Portugal Belum Ada Semoga Ketemu Oleh Pak Erick Thohir,,1833820597769671015,yeheskiel_julu,Pemain Timnas Indonesia Saat Ini di Isi Oleh Pemain KeturunanCampuran Keturunan IndonesiaBelanda  Keturunan IndonesiaInggris Paling  Keturunan IndonesiaSpanyol  Tinggal Keturunan IndonesiaPortugal Belum Ada Semoga Ketemu Oleh Pak Erick Thohir,2,
11-09-2024,Rizky Ridho membuktikan bahwa pemain yang besar di Liga 1 Indonesia mampu bersaing dan tampil solid di tengah dominasi pemain keturunan Eropa di skuad Garuda. https://t.co/3P9DrdX2jW,,1833814999195701747,nawabinekanews,Rizky Ridho membuktikan bahwa pemain yang besar di Liga  Indonesia mampu bersaing dan tampil solid di tengah dominasi pemain keturunan Eropa di skuad Garuda,2,
11-09-2024,@Idho09 @BoNetijen Yg lain itu interlokal Alias diaspora... Lokal = lahir di Indonesia Interlokal = lahir di luar Indonesia Diaspora=pemain yg memiliki darah/garis keturunan orang Indonesia... Klu paess hubner Jay dkk disebut Lokal Malah kocak... Kan tampak fisiknya aja udah beda(gak ada Asianya),Idho09,1833813306362012152,IN_DONE_SIAL,Yg lain itu interlokal Alias diaspora Lokal  lahir di Indonesia Interlokal  lahir di luar Indonesia Diasporapemain yg memiliki darahgaris keturunan orang Indonesia Klu paess hubner Jay dkk disebut Lokal Malah kocak Kan tampak fisiknya aja udah bedagak ada Asianya,2,
11-09-2024,Ketua Umum PSSI Erick Thohir tengah mempercepat naturalisasi dua pemain keturunan untuk Timnas Indonesia. Keduanya yaitu Mees Hilgers dan Eliano Reijnders #ThePhraseID #TimnasIndonesia #PSSI #MeesHilgers #ElianoRijnders https://t.co/cyejY4sYqj,,1833792598856638548,ThePhraseID,Ketua Umum PSSI Erick Thohir tengah mempercepat naturalisasi dua pemain keturunan untuk Timnas Indonesia Keduanya yaitu Mees Hilgers dan Eliano Reijnders ThePhraseID TimnasIndonesia PSSI MeesHilgers ElianoRijnders,2,
11-09-2024,arek malang yang membuka keran pemain keturunan mau bermain ke timnas. manusia Indonesia pertama yang bermain di liga malam jumat kala itu dan mau secara sukarela bermain di timnas dark era dan harus menunggu 4 tahun untuk proses naturalisasi SANDY WALSH! https://t.co/9zlwOLrPDq,,1833785187710497182,critaXsena,arek malang yang membuka keran pemain keturunan mau bermain ke timnas manusia Indonesia pertama yang bermain di liga malam jumat kala itu dan mau secara sukarela bermain di timnas dark era dan harus menunggu  tahun untuk proses naturalisasi SANDY WALSH,3,
11-09-2024,@MangekuZ @Royti7 @fafasll @idextratime tapi di case ini emang dia bkn pemain keturunan kak dia eligible karena udah lama main di liga china. itungannya kayak marc klok yg eligible krn udah lama tinggal di indonesia bkn dari jalur keluarga. dan yaa itu sah2 aja kok menurut aturan fifa https://t.co/J9wjUsGSsQ,MangekuZ,1833782595483570214,hwangcloves,tapi di case ini emang dia bkn pemain keturunan kak dia eligible karena udah lama main di liga china itungannya kayak marc klok yg eligible krn udah lama tinggal di indonesia bkn dari jalur keluarga dan yaa itu sah aja kok menurut aturan fifa,3,
11-09-2024,Timnas Indonesia Main Imbang dengan Arab Saudi dan Australia Sudah Saatnya Tak Perlu Anti Pemain Keturunan https://t.co/Z5sXmdXTyQ,,1833776882455830707,bolacomID,Timnas Indonesia Main Imbang dengan Arab Saudi dan Australia Sudah Saatnya Tak Perlu Anti Pemain Keturunan,1,
11-09-2024,@FT_IDN Sebenarnya ada peluang cari keturunan Belanda lahir Indonesia seperti para.pemain Eftal Hindia Belanda di Piala Dunia 1938 atau kiper Timnas Indomesoa orang Belanda 1950an.,FT_IDN,1833771743951139036,muhammad_karim,Sebenarnya ada peluang cari keturunan Belanda lahir Indonesia seperti parapemain Eftal Hindia Belanda di Piala Dunia  atau kiper Timnas Indomesoa orang Belanda an,3,
11-09-2024,Dukcapil Belanda harus lebih ketat curiga semua pemain Belanda keturunan Indonesia bakal milih Indonesia,,1833761622936134078,carolinejen,Dukcapil Belanda harus lebih ketat curiga semua pemain Belanda keturunan Indonesia bakal milih Indonesia,2,
11-09-2024,@rifqirafshan @gilabola_ina Ngga ada keturunan jadi bisa di bilang pemain naturalisasi tapi kalo yg sekarang itu mereka punya keturunan dari ayah ibu kakek atau neneknya yg ada darah Indonesia,rifqirafshan,1833754292353716228,aardwi15,Ngga ada keturunan jadi bisa di bilang pemain naturalisasi tapi kalo yg sekarang itu mereka punya keturunan dari ayah ibu kakek atau neneknya yg ada darah Indonesia,3,
11-09-2024,@farranakbaik @Box2boxID Di Wikipedia search aja pemain keturunan Indonesia,farranakbaik,1833752314324357500,SaidTheSkyHigh,Di Wikipedia search aja pemain keturunan Indonesia,2,
11-09-2024,@apakerif @rgoestama @id_fm Siaap thanks sudah ditambahkan. Terima kasih banyak kepada admin @FT_IDN. Dahulu juga ada bloger @sepakbolanda yang sudah memulai membuat artikel tentang pemain keturunan Indonesia di Belanda dan Eropa.,apakerif,1833747487980650787,barjoou,Siaap thanks sudah ditambahkan Terima kasih banyak kepada admin  Dahulu juga ada bloger  yang sudah memulai membuat artikel tentang pemain keturunan Indonesia di Belanda dan Eropa,2,
11-09-2024,Kebanyakan Netizen Indonesia terlalu over proud beberapa pemain bola Indonesia di rekrut sama club luar cuman buat bahan pansos dan terlebih lagi orang yg sampe ngetag sosmed pemain keturunan disuruh join timnas ngk usah lah terlalu ngemis.mungkin karena kelakuanmu p keturunan-,,1833746938937930125,Lu_Fang_Yu,Kebanyakan Netizen Indonesia terlalu over proud beberapa pemain bola Indonesia di rekrut sama club luar cuman buat bahan pansos dan terlebih lagi orang yg sampe ngetag sosmed pemain keturunan disuruh join timnas ngk usah lah terlalu ngemismungkin karena kelakuanmu p keturunan,1,
12-09-2024,Saya sepakat dan setuju dengan apa yang dikatakan Bapak Peter Gontha. Kemenangan sepak bola Indonesia adalah semu karena pemainnya lebih banyak warga naturalisasi.,,1834370430364463252,Bullbull_Merah,Saya sepakat dan setuju dengan apa yang dikatakan Bapak Peter Gontha Kemenangan sepak bola Indonesia adalah semu karena pemainnya lebih banyak warga naturalisasi,3,
12-09-2024,@gilabola_ina Pak Dubes... pertama PSSI perlu naik rangking supaya anak anak Indonesia bisa bermain di liga terbaik di Eropa. Ke2 perlu revolusi spy impian tersebut dpt terwujud. Ke3 banyak Negara yang melkukan naturalisasi ke4 USA China India jg pddknya byk tp bola nya TDK maju jg,gilabola_ina,1834369250762662132,Sportivitaslalu,Pak Dubes pertama PSSI perlu naik rangking supaya anak anak Indonesia bisa bermain di liga terbaik di Eropa Ke perlu revolusi spy impian tersebut dpt terwujud Ke banyak Negara yang melkukan naturalisasi ke USA China India jg pddknya byk tp bola nya TDK maju jg,3,
12-09-2024,@NenkMonica Pemain Sepak Bola berapa seh ... katakan 15 Org dg Cadangan kalau yg Naturalisasi 9 Org berarti hanya 6 Org yb Asli Indonesia ... Eric Tohir memalukan !!!!,NenkMonica,1834348929397522869,surabaya_s53211,Pemain Sepak Bola berapa seh  katakan  Org dg Cadangan kalau yg Naturalisasi  Org berarti hanya  Org yb Asli Indonesia  Eric Tohir memalukan,1,
12-09-2024,@zenrs Indonesia gak menganut sistem dual nationality. Kalo mereka masih megang paspor lama artinya ilegal trus demi bisa main bola aja pura2 naturalisasi?,zenrs,1834346723780571564,drcukutjembur,Indonesia gak menganut sistem dual nationality Kalo mereka masih megang paspor lama artinya ilegal trus demi bisa main bola aja pura naturalisasi,1,
12-09-2024,@NenkMonica klo ga paham bola ga sah bahas bola mo dubes filusuf ato presiden skalipun. klo ngikutin maunya Gonta mau sampe kiamat skalipun Indonesia ga bakal lolos pildun. jangankan cuma 12 naturalisasi kalo perlu separuh pemain liga naturalisasi kalo negara sanggup ..,NenkMonica,1834341945130512809,mjinggo886,klo ga paham bola ga sah bahas bola mo dubes filusuf ato presiden skalipun klo ngikutin maunya Gonta mau sampe kiamat skalipun Indonesia ga bakal lolos pildun jangankan cuma  naturalisasi kalo perlu separuh pemain liga naturalisasi kalo negara sanggup,3,
12-09-2024,@sporttiaphari Intinya karna penguasa gak mau Indonesia terutama Sepak bola maju kenapa mau naturalisasi?? Karna mereka hanya mau uang dr itu...,sporttiaphari,1834341516195836367,AnakKampungBali,Intinya karna penguasa gak mau Indonesia terutama Sepak bola maju kenapa mau naturalisasi Karna mereka hanya mau uang dr itu,1,
12-09-2024,@NenkMonica Tidak ada yg salah dgn naturalisasi pemain bola investor asing saja diundang masuk ke indonesia bahkan investor tsb tdk di naturalisasi tapi disiapkan karpet merah,NenkMonica,1834341255201128546,PallakaGO,Tidak ada yg salah dgn naturalisasi pemain bola investor asing saja diundang masuk ke indonesia bahkan investor tsb tdk di naturalisasi tapi disiapkan karpet merah,2,
12-09-2024,@Mdy_Asmara1701 Potret Indonesia naturalisasi. Kalo sepak bola impor pemain bule. Kalo bernegara impor industri &amp; teknologi Cina.,Mdy_Asmara1701,1834336563305873823,Redgerbil5,Potret Indonesia naturalisasi Kalo sepak bola impor pemain bule Kalo bernegara impor industri amp teknologi Cina,2,
12-09-2024,VIDEO: Klarifikasi PSSI Soal Pemain Naturalisasi Timnas Indonesia yang Belum Kembalikan Paspor Lama https://t.co/V6dbyQYM2w,,1834279318337585262,bolacomID,VIDEO Klarifikasi PSSI Soal Pemain Naturalisasi Timnas Indonesia yang Belum Kembalikan Paspor Lama,2,
12-09-2024,@gilabola_ina banyak pejabat yg korup dan demokrasi diacak2 bapak gk malu tp cm soal sepak bola yg bisa menyatukan seluruh rakyat indonesia bapak malah malu soal naturalisasi dan banyak negara melakukanya malah malu aneeeeh..,gilabola_ina,1834266112122651049,Barok096369856,banyak pejabat yg korup dan demokrasi diacak bapak gk malu tp cm soal sepak bola yg bisa menyatukan seluruh rakyat indonesia bapak malah malu soal naturalisasi dan banyak negara melakukanya malah malu aneeeeh,3,
12-09-2024,di Belanda tu enak banget saudara aku punya anak masih umur 5 tahun udah ditawarin main bola di klub Amsterdam wkwk. Memang sebagus itu sistem di sana. Di Indonesia bakat ada tapi ga pernah dilirik pinginnya naturalisasi.,,1834262375329136728,nuhopper2004,di Belanda tu enak banget saudara aku punya anak masih umur  tahun udah ditawarin main bola di klub Amsterdam wkwk Memang sebagus itu sistem di sana Di Indonesia bakat ada tapi ga pernah dilirik pinginnya naturalisasi,1,
12-09-2024,Klo gw si aman aja yg penting masih ada darah indonesia nya contoh France Belanda Australia Dll jg bnyk bgt yg naturalisasi pemain nya yang penting skrng sepak bola indonesia jauh lebih baik dari sebelum nya.,,1834256474975207725,lalulalangg,Klo gw si aman aja yg penting masih ada darah indonesia nya contoh France Belanda Australia Dll jg bnyk bgt yg naturalisasi pemain nya yang penting skrng sepak bola indonesia jauh lebih baik dari sebelum nya,3,
12-09-2024,Pemain Naturalisasi Timnas Indonesia Dituduh Belum Balikin Paspor Lama Ini Klarifikasi PSSI https://t.co/lsN8yNLs19,,1834249754999767521,bolacomID,Pemain Naturalisasi Timnas Indonesia Dituduh Belum Balikin Paspor Lama Ini Klarifikasi PSSI,2,
12-09-2024,Namun saya sepakat bahwa pembinaan pemain lokal dari usia dini harus menjadi prioritas. Kombinasi antara pemain naturalisasi dan pemain lokal yang dibina dengan baik bisa menjadi formula sukses bagi sepak bola Indonesia. Salam hormat Garuda di Dadaku 🇮🇩🇮🇩🇮🇩,KitaKawanKakak,1834248158563762345,KitaKawanKakak,Namun saya sepakat bahwa pembinaan pemain lokal dari usia dini harus menjadi prioritas Kombinasi antara pemain naturalisasi dan pemain lokal yang dibina dengan baik bisa menjadi formula sukses bagi sepak bola Indonesia Salam hormat Garuda di Dadaku,3,
12-09-2024,PSSI menanggapi isu negatif soal kebijakan naturalisasi untuk Timnas Indonesia. Beberapa saat yang lalu publik diramaikan oleh pernyataan eks Duta Besar Republik Indonesia untuk Polandia Peter Gontha soal paspor ganda https://t.co/9YTNxxn4MG,,1834244104601174234,BolaSportcom,PSSI menanggapi isu negatif soal kebijakan naturalisasi untuk Timnas Indonesia Beberapa saat yang lalu publik diramaikan oleh pernyataan eks Duta Besar Republik Indonesia untuk Polandia Peter Gontha soal paspor ganda,2,
